8.899641224696953554e-03	9.963951865548924616e+03
1.507912216506557788e-02	1.544448561595487445e+04
2.144790186456836667e-02	1.433616963740335814e+04
2.783660776489276650e-02	1.081350689360051365e+04
3.435099785803411021e-02	9.128720542925611880e+03
4.047886761425745911e-02	9.455089200585076469e+03
4.676716683575679601e-02	7.675647382415443644e+03
5.308225101765951665e-02	6.831018355978660111e+03
5.945362440940590160e-02	6.186729041384929587e+03
6.576224814588792211e-02	6.352962476148240967e+03
7.196632906698736953e-02	5.801856229740823437e+03
7.827860915688347743e-02	4.891463293436141612e+03
8.470398945834539672e-02	4.268044994961755037e+03
9.096854620527369817e-02	4.208254019038960905e+03
9.720789776830213169e-02	3.604570612697815250e+03
1.034763038959366499e-01	3.069711400989179765e+03
1.097576444254559219e-01	3.007298763149573006e+03
1.160543084780093354e-01	2.961800012946367133e+03
1.223669666537485351e-01	2.656774719608870782e+03
1.286817263090294094e-01	2.476545753826874716e+03
1.349500801664080818e-01	2.325066715583645873e+03
1.411949558842147678e-01	2.259178959352789661e+03
1.475133575747468451e-01	2.062180395695714651e+03
1.537865074252268427e-01	1.941178449566672498e+03
1.600657544051110326e-01	1.787585708743573150e+03
1.663991168687080635e-01	1.680230996506908241e+03
1.727195645776442856e-01	1.620931781159353932e+03
1.789765213377084718e-01	1.532193209883965665e+03
1.852353690647852158e-01	1.493521052237079630e+03
1.914806787341157279e-01	1.400393035229669749e+03
1.977889868651535599e-01	1.337770666696669878e+03
2.040937735447724277e-01	1.308134756390145412e+03
2.103939302609846018e-01	1.245951935516112144e+03
2.166909709822301688e-01	1.161721726502945558e+03
2.229700281216152047e-01	1.115484988700085296e+03
2.292620027086341994e-01	1.071717698683015669e+03
2.355141508366812297e-01	1.022286000218726940e+03
2.417910583817859116e-01	9.796589813359174741e+02
2.480856539439619257e-01	9.542270066161747764e+02
2.543492256872954549e-01	9.366307397899565785e+02
2.606334251884805386e-01	9.065893553060589056e+02
2.669257370896960802e-01	8.899120665354679431e+02
2.732423343141155980e-01	8.565080547937775464e+02
2.795529680084415936e-01	8.083730751164191588e+02
2.858366292314493129e-01	7.972659685308766484e+02
2.920876271394311496e-01	7.682884051873078306e+02
2.983449844439822751e-01	7.395706971260370892e+02
3.046382639407197446e-01	7.235733125387101836e+02
3.109279127003197196e-01	7.029828190643335120e+02
3.172168171618398036e-01	6.746585489527629989e+02
3.235187567944423082e-01	6.623818280673175423e+02
3.298168217550395687e-01	6.529115424173403426e+02
3.361176429457156667e-01	6.336338616894955749e+02
3.423700375709273769e-01	6.176658890058985207e+02
3.486478192666269682e-01	6.007226292443399416e+02
3.549411614411318028e-01	5.946721973692889378e+02
3.611916935421040642e-01	5.681341233953162373e+02
3.674767089563572564e-01	5.536782309706024989e+02
3.737647795277591056e-01	5.467408522732846450e+02
3.800654031475132477e-01	5.332239481946318165e+02
3.863539861259823738e-01	5.230453437433642421e+02
3.926140181364449755e-01	5.178711221791071466e+02
3.989264500321934581e-01	5.018151275157085252e+02
4.052073244576828714e-01	4.903542693940921708e+02
4.114916477570477182e-01	4.769005039893837647e+02
4.177814272116491257e-01	4.749047960275805735e+02
